org.joda.time.IllegalFieldValueException,314,0.632
org.joda.time.IllegalFieldValueException,323,0.632
org.joda.time.IllegalFieldValueException,325,0.632
org.joda.time.IllegalFieldValueException,326,0.632
org.joda.time.IllegalFieldValueException,328,0.632
org.joda.time.format.DateTimeParserBucket,373,0.632
org.joda.time.format.DateTimeParserBucket,374,0.632
org.joda.time.format.DateTimeParserBucket,375,0.632
org.joda.time.format.DateTimeParserBucket,377,0.632
org.joda.time.format.DateTimeFormatterBuilder,955,0.298
org.joda.time.format.DateTimeFormatterBuilder,534,0.293
org.joda.time.format.DateTimeFormatterBuilder,537,0.293
org.joda.time.chrono.GJLocaleSymbols,239,0.283
org.joda.time.chrono.BasicChronology,763,0.283
org.joda.time.format.DateTimeFormatterBuilder,1804,0.268
org.joda.time.format.DateTimeFormatter,190,0.231
org.joda.time.format.DateTimeFormatter,193,0.231
org.joda.time.format.DateTimeFormatter,204,0.231
org.joda.time.format.DateTimeFormatterBuilder,1754,0.22
org.joda.time.format.DateTimeFormatterBuilder,1755,0.22
org.joda.time.format.DateTimeFormatterBuilder,1756,0.22
org.joda.time.format.DateTimeFormatterBuilder,1757,0.22
org.joda.time.format.DateTimeFormatterBuilder,1760,0.215
org.joda.time.base.AbstractInstant,436,0.2
org.joda.time.base.AbstractInstant,439,0.2
org.joda.time.format.DateTimeFormatterBuilder,1007,0.2
org.joda.time.format.DateTimeFormatterBuilder,1767,0.198
org.joda.time.format.DateTimeFormatterBuilder,1770,0.198
org.joda.time.format.DateTimeFormatterBuilder,1771,0.198
org.joda.time.format.DateTimeFormatterBuilder,1800,0.196
org.joda.time.format.DateTimeFormatterBuilder,1801,0.196
org.joda.time.format.DateTimeFormatterBuilder,1822,0.182
org.joda.time.format.DateTimeFormatter,701,0.179
org.joda.time.format.DateTimeFormatter,702,0.179
org.joda.time.format.DateTimeFormatter,706,0.179
org.joda.time.format.DateTimeFormatter,707,0.179
org.joda.time.format.DateTimeFormatter,708,0.179
org.joda.time.format.DateTimeFormatter,709,0.179
org.joda.time.format.DateTimeFormatter,710,0.179
org.joda.time.format.DateTimeFormatter,712,0.179
org.joda.time.format.DateTimeFormatter,714,0.179
org.joda.time.format.DateTimeFormatter,715,0.179
org.joda.time.format.DateTimeParserBucket,358,0.169
org.joda.time.format.DateTimeParserBucket,359,0.169
org.joda.time.format.DateTimeFormat,493,0.169
org.joda.time.format.DateTimeFormat,494,0.169
org.joda.time.DateTimeFieldType,508,0.166
org.joda.time.DateTimeFieldType,254,0.163
org.joda.time.chrono.GJEraDateTimeField,61,0.158
org.joda.time.chrono.GJEraDateTimeField,68,0.158
org.joda.time.chrono.GJLocaleSymbols,175,0.158
org.joda.time.format.DateTimeFormatterBuilder,498,0.156
org.joda.time.format.DateTimeFormatterBuilder,755,0.149
org.joda.time.format.DateTimeFormatter,302,0.147
org.joda.time.chrono.GJLocaleSymbols,48,0.144
org.joda.time.MutableDateTime,351,0.143
org.joda.time.MutableDateTime,353,0.143
org.joda.time.chrono.GJLocaleSymbols,42,0.143
org.joda.time.chrono.GJLocaleSymbols,45,0.143
org.joda.time.chrono.GJLocaleSymbols,46,0.143
org.joda.time.chrono.GJLocaleSymbols,47,0.143
org.joda.time.format.FormatUtils,51,0.141
org.joda.time.format.FormatUtils,52,0.141
org.joda.time.format.FormatUtils,53,0.141
org.joda.time.format.DateTimeFormatterBuilder,829,0.141
org.joda.time.format.DateTimeFormatterBuilder,374,0.139
org.joda.time.format.DateTimeFormatterBuilder,376,0.139
org.joda.time.format.DateTimeFormatterBuilder,377,0.139
org.joda.time.format.DateTimeFormatterBuilder,378,0.139
org.joda.time.format.DateTimeFormatterBuilder,486,0.135
org.joda.time.format.DateTimeFormatterBuilder,489,0.135
