com.google.gson.internal.bind.DateTypeAdapter,41,0.612
com.google.gson.internal.bind.DateTypeAdapter,49,0.612
com.google.gson.internal.bind.DateTypeAdapter,50,0.612
com.google.gson.internal.bind.DateTypeAdapter,51,0.612
com.google.gson.internal.bind.DateTypeAdapter,52,0.612
com.google.gson.DefaultDateTypeAdapter,47,0.589
com.google.gson.DefaultDateTypeAdapter,48,0.589
com.google.gson.DefaultDateTypeAdapter,49,0.589
com.google.gson.internal.bind.util.ISO8601Utils,268,0.577
com.google.gson.internal.bind.util.ISO8601Utils,264,0.577
com.google.gson.internal.bind.util.ISO8601Utils,265,0.577
com.google.gson.internal.bind.util.ISO8601Utils,269,0.577
com.google.gson.internal.bind.util.ISO8601Utils,270,0.577
com.google.gson.internal.bind.util.ISO8601Utils,271,0.577
com.google.gson.internal.bind.util.ISO8601Utils,274,0.577
com.google.gson.internal.bind.util.ISO8601Utils,275,0.577
com.google.gson.internal.bind.util.ISO8601Utils,276,0.577
com.google.gson.JsonParseException,52,0.577
com.google.gson.JsonParseException,53,0.577
com.google.gson.JsonSyntaxException,34,0.577
com.google.gson.JsonSyntaxException,35,0.577
com.google.gson.internal.bind.util.ISO8601Utils,30,0.516
com.google.gson.internal.bind.util.ISO8601Utils,124,0.516
com.google.gson.internal.bind.util.ISO8601Utils,126,0.516
com.google.gson.internal.bind.util.ISO8601Utils,129,0.516
com.google.gson.internal.bind.util.ISO8601Utils,301,0.516
com.google.gson.internal.bind.util.ISO8601Utils,305,0.516
com.google.gson.internal.bind.util.ISO8601Utils,306,0.516
com.google.gson.internal.bind.util.ISO8601Utils,308,0.516
com.google.gson.internal.bind.util.ISO8601Utils,309,0.516
com.google.gson.internal.bind.util.ISO8601Utils,310,0.516
com.google.gson.internal.bind.DateTypeAdapter,83,0.516
com.google.gson.internal.bind.DateTypeAdapter,84,0.516
com.google.gson.internal.bind.DateTypeAdapter,85,0.516
com.google.gson.internal.bind.util.ISO8601Utils,311,0.5
com.google.gson.internal.bind.DateTypeAdapter,79,0.471
com.google.gson.DefaultDateTypeAdapter,107,0.408
com.google.gson.DefaultDateTypeAdapter,108,0.408
com.google.gson.DefaultDateTypeAdapter,110,0.408
com.google.gson.internal.bind.DateTypeAdapter,65,0.408
com.google.gson.internal.bind.DateTypeAdapter,68,0.408
com.google.gson.internal.bind.DateTypeAdapter,69,0.408
com.google.gson.internal.bind.DateTypeAdapter,72,0.408
com.google.gson.internal.bind.DateTypeAdapter,73,0.408
com.google.gson.internal.bind.DateTypeAdapter,74,0.408
com.google.gson.DefaultDateTypeAdapter,64,0.386
com.google.gson.DefaultDateTypeAdapter,65,0.386
com.google.gson.DefaultDateTypeAdapter,66,0.386
com.google.gson.DefaultDateTypeAdapter,67,0.386
com.google.gson.DefaultDateTypeAdapter,101,0.333
com.google.gson.DefaultDateTypeAdapter,103,0.333
com.google.gson.DefaultDateTypeAdapter,104,0.333
com.google.gson.DefaultDateTypeAdapter,106,0.333
com.google.gson.internal.bind.TypeAdapters.26,578,0.333
com.google.gson.internal.bind.TypeAdapters.26,579,0.333
com.google.gson.internal.bind.DateTypeAdapter,59,0.333
com.google.gson.internal.bind.DateTypeAdapter,64,0.333
com.google.gson.internal.bind.util.ISO8601Utils,318,0.289
com.google.gson.internal.bind.DateTypeAdapter,55,0.289
com.google.gson.DefaultDateTypeAdapter,73,0.261
com.google.gson.DefaultDateTypeAdapter,74,0.261
com.google.gson.DefaultDateTypeAdapter,75,0.261
com.google.gson.DefaultDateTypeAdapter,82,0.218
com.google.gson.DefaultDateTypeAdapter,85,0.218
com.google.gson.DefaultDateTypeAdapter,98,0.218
com.google.gson.DefaultDateTypeAdapter,100,0.218
com.google.gson.internal.bind.util.ISO8601Utils,313,0.204
com.google.gson.internal.bind.util.ISO8601Utils,315,0.204
com.google.gson.internal.bind.util.ISO8601Utils,316,0.204
com.google.gson.internal.bind.util.ISO8601Utils,317,0.204
com.google.gson.internal.bind.TypeAdapters.26.1,581,0.204
com.google.gson.internal.bind.TypeAdapters.26.1,586,0.204
com.google.gson.internal.bind.TypeAdapters.26.1,587,0.204
com.google.gson.JsonPrimitive,178,0.143
com.google.gson.JsonPrimitive,181,0.143
com.google.gson.JsonPrimitive,176,0.142
com.google.gson.JsonPrimitive,112,0.135
com.google.gson.JsonPrimitive,146,0.124
com.google.gson.JsonPrimitive,64,0.122
com.google.gson.JsonPrimitive,65,0.122
com.google.gson.JsonPrimitive,66,0.122
com.google.gson.JsonPrimitive,275,0.12
com.google.gson.internal.Excluder,160,0.118
com.google.gson.JsonPrimitive,274,0.117
com.google.gson.JsonPrimitive,100,0.104
com.google.gson.JsonPrimitive,101,0.104
com.google.gson.JsonPrimitive,102,0.104
com.google.gson.JsonPrimitive,35,0.104
com.google.gson.JsonPrimitive,94,0.104
com.google.gson.JsonPrimitive,104,0.104
com.google.gson.JsonElement,33,0.098
com.google.gson.Gson,521,0.098
com.google.gson.internal..Gson.Preconditions,45,0.086
com.google.gson.internal..Gson.Preconditions,48,0.086
com.google.gson.internal.bind.DateTypeAdapter.1,45,0.082
com.google.gson.Gson,905,0.079
com.google.gson.stream.JsonWriter,419,0.078
com.google.gson.stream.JsonWriter,420,0.078
com.google.gson.stream.JsonWriter,418,0.078
com.google.gson.stream.JsonWriter,417,0.078
com.google.gson.Gson,174,0.077
com.google.gson.Gson,175,0.077
com.google.gson.Gson,178,0.077
com.google.gson.Gson,179,0.077
com.google.gson.stream.JsonWriter,414,0.077
com.google.gson.internal.bind.TypeAdapters.33,849,0.073
com.google.gson.internal.bind.TypeAdapters.33,850,0.073
com.google.gson.internal.bind.TypeAdapters.32,836,0.071
com.google.gson.internal.Excluder,117,0.069
com.google.gson.Gson,580,0.069
com.google.gson.Gson,583,0.069
com.google.gson.internal.Excluder,205,0.068
com.google.gson.internal.Excluder,206,0.068
com.google.gson.internal.Excluder,212,0.068
com.google.gson.internal.Excluder,112,0.068
com.google.gson.internal.Excluder,113,0.068
com.google.gson.internal.Excluder,114,0.068
com.google.gson.internal.Excluder,116,0.068
com.google.gson.internal.bind.ObjectTypeAdapter.1,44,0.068
com.google.gson.internal.Excluder,201,0.068
com.google.gson.Gson,429,0.068
com.google.gson.internal.Excluder,197,0.068
com.google.gson.internal.bind.TypeAdapters.35,885,0.068
com.google.gson.internal.bind.ObjectTypeAdapter.1,41,0.068
com.google.gson.internal.Excluder,216,0.068
com.google.gson.internal.Excluder,217,0.068
com.google.gson.internal.Excluder,192,0.068
com.google.gson.Gson,399,0.068
com.google.gson.Gson,400,0.068
com.google.gson.Gson,404,0.068
com.google.gson.Gson,405,0.068
com.google.gson.Gson,406,0.068
com.google.gson.Gson,407,0.068
com.google.gson.Gson,408,0.068
com.google.gson.Gson,409,0.068
com.google.gson.Gson,413,0.068
com.google.gson.Gson,414,0.068
com.google.gson.Gson,419,0.068
com.google.gson.Gson,420,0.068
com.google.gson.Gson,422,0.068
com.google.gson.Gson,423,0.068
com.google.gson.Gson,424,0.068
com.google.gson.Gson,425,0.068
com.google.gson.Gson,426,0.068
com.google.gson.Gson,427,0.068
com.google.gson.Gson,432,0.068
com.google.gson.Gson,434,0.068
com.google.gson.Gson,435,0.068
com.google.gson.reflect.TypeToken,94,0.068
com.google.gson.reflect.TypeToken,280,0.068
com.google.gson.internal.bind.TypeAdapters.35,883,0.068
com.google.gson.internal.bind.TypeAdapters.35,884,0.068
com.google.gson.Gson.FutureTypeAdapter,955,0.068
com.google.gson.Gson.FutureTypeAdapter,959,0.068
com.google.gson.Gson.FutureTypeAdapter,962,0.068
com.google.gson.Gson.FutureTypeAdapter,963,0.068
com.google.gson.reflect.TypeToken,296,0.068
com.google.gson.stream.JsonWriter,591,0.067
com.google.gson.stream.JsonWriter,575,0.067
com.google.gson.stream.JsonWriter,573,0.067
com.google.gson.stream.JsonWriter,574,0.067
com.google.gson.Gson,332,0.067
com.google.gson.stream.JsonWriter,570,0.067
com.google.gson.stream.JsonWriter,572,0.067
com.google.gson.Gson,186,0.067
com.google.gson.Gson,122,0.067
com.google.gson.Gson,125,0.067
com.google.gson.Gson,187,0.067
com.google.gson.Gson,188,0.067
com.google.gson.Gson,189,0.067
com.google.gson.Gson,190,0.067
com.google.gson.Gson,191,0.067
com.google.gson.Gson,192,0.067
com.google.gson.Gson,193,0.067
com.google.gson.Gson,194,0.067
com.google.gson.Gson,196,0.067
com.google.gson.Gson,199,0.067
com.google.gson.Gson,200,0.067
com.google.gson.Gson,203,0.067
com.google.gson.Gson,206,0.067
com.google.gson.Gson,209,0.067
com.google.gson.Gson,210,0.067
com.google.gson.Gson,211,0.067
com.google.gson.Gson,212,0.067
com.google.gson.Gson,213,0.067
com.google.gson.Gson,214,0.067
com.google.gson.Gson,215,0.067
com.google.gson.Gson,216,0.067
com.google.gson.Gson,217,0.067
com.google.gson.Gson,218,0.067
com.google.gson.Gson,219,0.067
com.google.gson.Gson,220,0.067
com.google.gson.Gson,221,0.067
com.google.gson.Gson,222,0.067
com.google.gson.Gson,223,0.067
com.google.gson.Gson,224,0.067
com.google.gson.Gson,225,0.067
com.google.gson.Gson,226,0.067
com.google.gson.Gson,227,0.067
com.google.gson.Gson,228,0.067
com.google.gson.Gson,229,0.067
com.google.gson.Gson,230,0.067
com.google.gson.Gson,231,0.067
com.google.gson.Gson,232,0.067
com.google.gson.Gson,233,0.067
com.google.gson.Gson,234,0.067
com.google.gson.Gson,235,0.067
com.google.gson.Gson,236,0.067
com.google.gson.Gson,237,0.067
com.google.gson.Gson,238,0.067
com.google.gson.Gson,239,0.067
com.google.gson.Gson,240,0.067
com.google.gson.Gson,241,0.067
com.google.gson.Gson,242,0.067
com.google.gson.Gson,243,0.067
com.google.gson.Gson,244,0.067
com.google.gson.Gson,247,0.067
com.google.gson.Gson,248,0.067
com.google.gson.Gson,249,0.067
com.google.gson.Gson,250,0.067
com.google.gson.Gson,251,0.067
com.google.gson.Gson,252,0.067
com.google.gson.Gson,255,0.067
com.google.gson.Gson,256,0.067
com.google.gson.Gson,112,0.067
com.google.gson.Gson,275,0.067
com.google.gson.Gson,278,0.067
com.google.gson.Gson,299,0.067
com.google.gson.Gson,302,0.067
com.google.gson.Gson,331,0.067
com.google.gson.Gson,353,0.067
com.google.gson.Gson,361,0.067
com.google.gson.Gson,365,0.067
