Execute pipeline with following supplementary args: --smtpPort 25 --listenerMode NOOP --launcherMode FAULT_LOCALIZATION  --gitrepourl https://github.com/INRIA/spoon --gitrepopullrequest 4699
java -cp /usr/local/openjdk-11/lib/tools.jar:repairnator-pipeline.jar -Dlogback.configurationFile=/root/logback.xml fr.inria.spirals.repairnator.pipeline.Launcher -d --runId null -o /var/log --ghOauth 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 --faultLocalization --flacocoThreshold 0.0 --flacocoTopK null --flacocoResultsRepository null --ghOauth  --smtpPort 25 --listenerMode NOOP --launcherMode FAULT_LOCALIZATION  --gitrepourl https://github.com/INRIA/spoon --gitrepopullrequest 4699

05:15:57.138 [main] INFO  f.i.s.r.p.g.GithubInitSerializerEngines - Initialize file serializer engines.
05:15:57.140 [main] INFO  f.i.s.r.p.g.GithubInitSerializerEngines - MongoDB won't be used for serialization.
05:15:57.140 [main] INFO  f.i.s.r.p.github.GithubInitNotifiers - The email notifier engine won't be used.
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - ----------------------------------------------------------------------
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - PIPELINE STEPS
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - ----------------------------------------------------------------------
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - CloneCheckoutGitPullRequest
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - BuildProject
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - TestProject
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - ComputeClasspath
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - ComputeSourceDir
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - ComputeTestDir
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - GatherTestInformation
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - FlacocoLocalization
05:15:57.153 [main] INFO  f.i.s.r.p.i.ProjectInspector - PushFaultLocalizationSuggestions
05:15:57.153 [main] INFO  f.i.s.r.p.s.CloneCheckoutGitPullRequest - Cloning repository https://github.com/INRIA/spoon.git in the following directory: ./workspace/INRIA-spoon-master-4699_repo
05:17:04.108 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - May 03, 2022 5:17:04 AM org.junit.jupiter.engine.discovery.MethodSelectorResolver resolve
05:17:04.108 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - WARNING: Possible configuration error: method [public void spoon.test.prettyprinter.TestSniperPrinter.testNoChangeDiff(java.io.File) throws java.io.IOException] resulted in multiple TestDescriptors [org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor, org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor]. This is typically the result of annotating a method with multiple competing annotations such as @Test, @RepeatedTest, @ParameterizedTest, @TestFactory, etc.
05:17:04.307 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - May 03, 2022 5:17:04 AM org.junit.jupiter.engine.discovery.MethodSelectorResolver resolve
05:17:04.307 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - WARNING: Possible configuration error: method [public void spoon.test.prettyprinter.TestSniperPrinter.testNoChangeDiff(java.io.File) throws java.io.IOException] resulted in multiple TestDescriptors [org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor, org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor]. This is typically the result of annotating a method with multiple competing annotations such as @Test, @RepeatedTest, @ParameterizedTest, @TestFactory, etc.
05:19:47.625 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - May 03, 2022 5:19:47 AM org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor lambda$invokeTestWatchers$3
05:19:47.625 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - WARNING: Failed to invoke TestWatcher [spoon.test.GitHubIssue$UnresolvedBugExtension] for method [spoon.test.prettyprinter.TestSniperPrinter#testNoChangeDiff(java.io.File)] with display name [[2] src/test/java/spoon/test/prettyprinter/testclasses/difftest/ExceptionTest.java]
05:19:47.625 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - org.opentest4j.AssertionFailedError: Method testNoChangeDiff must fail
05:19:47.625 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.api.AssertionUtils.fail(AssertionUtils.java:39)
05:19:47.625 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.api.Assertions.fail(Assertions.java:134)
05:19:47.625 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at spoon.test.GitHubIssue$UnresolvedBugExtension.testSuccessful(GitHubIssue.java:63)
05:19:47.625 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.lambda$nodeFinished$15(TestMethodTestDescriptor.java:297)
05:19:47.626 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor.lambda$invokeTestWatchers$3(MethodBasedTestDescriptor.java:134)
05:19:47.626 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.ArrayList.forEach(ArrayList.java:1540)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor.invokeTestWatchers(MethodBasedTestDescriptor.java:132)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.nodeFinished(TestMethodTestDescriptor.java:294)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor.nodeFinished(TestMethodTestDescriptor.java:66)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.platform.engine.support.hierarchical.NodeTestTask.reportCompletion(NodeTestTask.java:188)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.platform.engine.support.hierarchical.NodeTestTask.execute(NodeTestTask.java:100)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.platform.engine.support.hierarchical.SameThreadHierarchicalTestExecutorService.submit(SameThreadHierarchicalTestExecutorService.java:35)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.platform.engine.support.hierarchical.NodeTestTask$DefaultDynamicTestExecutor.execute(NodeTestTask.java:226)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.platform.engine.support.hierarchical.NodeTestTask$DefaultDynamicTestExecutor.execute(NodeTestTask.java:204)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.execute(TestTemplateTestDescriptor.java:139)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor.lambda$execute$2(TestTemplateTestDescriptor.java:107)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ForEachOps$ForEachOp$OfRef.accept(ForEachOps.java:183)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:195)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$2$1.accept(ReferencePipeline.java:177)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:195)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ForEachOps$ForEachOp$OfRef.accept(ForEachOps.java:183)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:195)
05:19:47.627 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:195)
05:19:47.628 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:195)
05:19:47.628 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ForEachOps$ForEachOp$OfRef.accept(ForEachOps.java:183)
05:19:47.628 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:195)
05:19:47.628 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.ArrayList$ArrayListSpliterator.forEachRemaining(ArrayList.java:1654)
05:19:47.628 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$Head.forEach(ReferencePipeline.java:658)
05:19:47.628 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$7$1.accept(ReferencePipeline.java:274)
05:19:47.628 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:195)
05:19:47.628 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at java.base/java.util.stream.ReferencePipeline$3$1.accept(ReferencePipeline.java:195)
