Execute pipeline with following supplementary args: --smtpPort 25 --listenerMode NOOP --launcherMode FAULT_LOCALIZATION  --gitrepourl https://github.com/INRIA/spoon --gitrepopullrequest 4671
java -cp /usr/local/openjdk-11/lib/tools.jar:repairnator-pipeline.jar -Dlogback.configurationFile=/root/logback.xml fr.inria.spirals.repairnator.pipeline.Launcher -d --runId null -o /var/log --ghOauth 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 --faultLocalization --flacocoThreshold 0.0 --flacocoTopK null --flacocoResultsRepository flacocobot/2022-flacocobot-experiment --ghOauth  --smtpPort 25 --listenerMode NOOP --launcherMode FAULT_LOCALIZATION  --gitrepourl https://github.com/INRIA/spoon --gitrepopullrequest 4671

10:30:08.244 [main] INFO  f.i.s.r.p.g.GithubInitSerializerEngines - Initialize file serializer engines.
10:30:08.246 [main] INFO  f.i.s.r.p.g.GithubInitSerializerEngines - MongoDB won't be used for serialization.
10:30:08.246 [main] INFO  f.i.s.r.p.github.GithubInitNotifiers - The email notifier engine won't be used.
10:30:08.264 [main] INFO  f.i.s.r.p.i.ProjectInspector - ----------------------------------------------------------------------
10:30:08.264 [main] INFO  f.i.s.r.p.i.ProjectInspector - PIPELINE STEPS
10:30:08.264 [main] INFO  f.i.s.r.p.i.ProjectInspector - ----------------------------------------------------------------------
10:30:08.264 [main] INFO  f.i.s.r.p.i.ProjectInspector - CloneCheckoutGitPullRequest
10:30:08.264 [main] INFO  f.i.s.r.p.i.ProjectInspector - BuildProject
10:30:08.264 [main] INFO  f.i.s.r.p.i.ProjectInspector - TestProject
10:30:08.264 [main] INFO  f.i.s.r.p.i.ProjectInspector - ComputeClasspath
10:30:08.264 [main] INFO  f.i.s.r.p.i.ProjectInspector - ComputeSourceDir
10:30:08.264 [main] INFO  f.i.s.r.p.i.ProjectInspector - ComputeTestDir
10:30:08.265 [main] INFO  f.i.s.r.p.i.ProjectInspector - GatherTestInformation
10:30:08.265 [main] INFO  f.i.s.r.p.i.ProjectInspector - FlacocoLocalization
10:30:08.265 [main] INFO  f.i.s.r.p.i.ProjectInspector - PushFaultLocalizationSuggestionsOnGitHubRepository
10:30:08.265 [main] INFO  f.i.s.r.p.s.CloneCheckoutGitPullRequest - Cloning repository https://github.com/INRIA/spoon.git in the following directory: ./workspace/INRIA-spoon-master-4671_repo
10:31:27.095 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - Apr 10, 2022 10:31:26 AM org.junit.jupiter.engine.discovery.MethodSelectorResolver resolve
10:31:27.096 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - WARNING: Possible configuration error: method [public void spoon.test.prettyprinter.TestSniperPrinter.testNoChangeDiff(java.io.File) throws java.io.IOException] resulted in multiple TestDescriptors [org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor, org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor]. This is typically the result of annotating a method with multiple competing annotations such as @Test, @RepeatedTest, @ParameterizedTest, @TestFactory, etc.
10:31:27.096 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - Apr 10, 2022 10:31:26 AM org.junit.jupiter.engine.discovery.MethodSelectorResolver resolve
10:31:27.096 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - WARNING: Possible configuration error: method [public void spoon.test.prettyprinter.TestSniperPrinter.testNoChangeDiff(java.io.File) throws java.io.IOException] resulted in multiple TestDescriptors [org.junit.jupiter.engine.descriptor.TestMethodTestDescriptor, org.junit.jupiter.engine.descriptor.TestTemplateTestDescriptor]. This is typically the result of annotating a method with multiple competing annotations such as @Test, @RepeatedTest, @ParameterizedTest, @TestFactory, etc.
10:34:25.745 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - Apr 10, 2022 10:34:25 AM org.junit.jupiter.engine.descriptor.MethodBasedTestDescriptor lambda$invokeTestWatchers$3
10:34:25.746 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - WARNING: Failed to invoke TestWatcher [spoon.test.GitHubIssue$UnresolvedBugExtension] for method [spoon.test.prettyprinter.TestSniperPrinter#testNoChangeDiff(java.io.File)] with display name [[2] src/test/java/spoon/test/prettyprinter/testclasses/difftest/ExceptionTest.java]
10:34:25.746 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - org.opentest4j.AssertionFailedError: Method testNoChangeDiff must fail
10:34:25.746 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.api.AssertionUtils.fail(AssertionUtils.java:39)
10:34:25.746 [Thread-8] ERROR f.i.s.r.p.m.output.MavenErrorHandler - 	at org.junit.jupiter.api.Assertions.fail(Assertions.java:134)
